tweet_id,label,y
519929168864497664,false,0
651809229842608128,unverified,3
500377145349521411,unverified,3
675434959939756032,non-rumor,1
489833932813516800,false,0
548672230134382592,false,0
665317131597291520,non-rumor,1
693711272014155776,non-rumor,1
500327120770301952,unverified,3
693821069879160832,non-rumor,1
532281981795848192,false,0
767528171520524288,non-rumor,1
496698590153416704,false,0
690137637810761728,non-rumor,1
546028163134808064,unverified,3
522815405451407360,unverified,3
531531382611513344,unverified,3
376874273601630208,false,0
500319675797209088,unverified,3
517487705978966016,true,2
521770744855134208,unverified,3
553575232867672064,unverified,3
501881262240694272,true,2
525039784503541760,true,2
759653274605740032,non-rumor,1
553169307824177152,false,0
572002458647412736,false,0
530017051025604609,false,0
693102023764492288,non-rumor,1
692707593991643136,non-rumor,1
693934062445187072,non-rumor,1
571052823665704960,false,0
543436472842334209,unverified,3
689529955294777344,non-rumor,1
691299810553384960,non-rumor,1
528237933661544448,true,2
674713782778654721,non-rumor,1
500377906305327104,unverified,3
650952376954650629,unverified,3
407213757048160256,true,2
428366153149194240,false,0
570405783306944514,false,0
522453569702989824,unverified,3
580325090367315968,unverified,3
689799953330368513,non-rumor,1
524930671220105216,true,2
407197672702214144,true,2
693490132440129536,non-rumor,1
366025766183514112,false,0
767300637012951040,non-rumor,1
686527768327274497,non-rumor,1
764158239089029120,non-rumor,1
514098803347951616,true,2
522684367647559681,unverified,3
765631087867367426,non-rumor,1
489974591985840128,false,0
536105045545472000,true,2
509152237503778816,false,0
407182466613792768,true,2
687632433483759616,non-rumor,1
407181813174788096,true,2
536962520477470720,true,2
554655549896159233,false,0
436157173161144321,false,0
550175324634619904,unverified,3
551120768164462592,true,2
524965786059026432,true,2
510908595144519680,true,2
568580363339091968,false,0
763738618573623297,unverified,3
531498841158082562,unverified,3
757367391202471937,unverified,3
692357775859564544,non-rumor,1
524928119955013632,true,2
500413818368184321,unverified,3
554722567224049664,true,2
756282236375277568,unverified,3
670380354822348801,non-rumor,1
692134022839955456,non-rumor,1
517051126466625536,true,2
553538058440941568,unverified,3
527308173112139776,true,2
524958128392376320,true,2
407217471473451008,true,2
550003619303788545,unverified,3
407176055657484289,true,2
521727831307722753,false,0
516727880571572225,unverified,3
522321383716818944,true,2
516423807394131968,unverified,3
693605375803813889,non-rumor,1
551106923601219585,true,2
489854703321509888,false,0
716461257025581056,unverified,3
553099685888790528,false,0
407279190913069056,true,2
693524179597955072,non-rumor,1
427846006600777729,true,2
524977992683237376,true,2
523535962962280448,false,0
351767344097398785,false,0
326137285450018817,false,0
745236050407194624,unverified,3
692581635594694658,non-rumor,1
455525437351800832,false,0
514512849876836352,false,0
687631811560763392,non-rumor,1
767068504277344260,non-rumor,1
519965814175567872,false,0
688096910217879554,non-rumor,1
767355611277168642,non-rumor,1
532259028152246272,false,0
514109888138842113,true,2
729647367457230850,unverified,3
726442550266044416,unverified,3
516345893139001346,unverified,3
553501357156876290,unverified,3
690670464440504320,non-rumor,1
692816955837804544,non-rumor,1
538010064591028224,unverified,3
535282587325833216,unverified,3
514098833253748736,true,2
552498516225179650,true,2
727966590084485120,unverified,3
489798752438583297,false,0
514039286845698048,true,2
509464217549021184,true,2
489794696013967360,false,0
547509900130021377,false,0
715671763808493569,unverified,3
693899062098137088,non-rumor,1
553518472798683136,unverified,3
689922870689009664,non-rumor,1
691632933170450435,non-rumor,1
532197572698320896,true,2
504478567062056962,false,0
516856061182345216,false,0
656361703664451585,unverified,3
539254751343681536,false,0
714560810266132480,unverified,3
501785003144273921,false,0
689833530197671936,non-rumor,1
489902412900343809,false,0
491200302365040640,false,0
534205316620382208,true,2
526459255147491328,false,0
691976624665919488,non-rumor,1
552457656666185728,true,2
722885778448121857,unverified,3
525041127343550464,true,2
706933939953344514,unverified,3
503609826128044032,unverified,3
544698560655400961,false,0
500290456845299714,unverified,3
714755546285477888,unverified,3
532255606623989760,false,0
693118410444636161,non-rumor,1
509077805296914432,false,0
553164985460068352,unverified,3
534763214106820608,false,0
407184707118309376,true,2
531543620856197121,unverified,3
524961721744900097,true,2
531193369465470976,unverified,3
377519445578895360,false,0
693722259740069889,non-rumor,1
763428684850094080,unverified,3
688757736310484994,non-rumor,1
538408710084001793,true,2
752875379765968897,unverified,3
742114513726623744,unverified,3
691064699853606913,non-rumor,1
716457799392342018,unverified,3
499366666300846081,unverified,3
778625026144792577,unverified,3
538218607822770176,true,2
715254040289021952,unverified,3
724624672604610562,unverified,3
514081464171102208,false,0
524930365400821761,true,2
91728807081426944,false,0
767668607803359234,non-rumor,1
655432919595548672,unverified,3
536827853669941248,true,2
767823175480647681,non-rumor,1
742571519105077248,unverified,3
693795905049329664,non-rumor,1
520630231531802624,false,0
535315394127728641,false,0
535148463609356288,unverified,3
524699123971534848,true,2
407197113286545409,true,2
507263441359613953,true,2
436215971272212480,false,0
692440373449396224,non-rumor,1
568571403756294144,false,0
692451275930234880,non-rumor,1
766299560415223808,non-rumor,1
514468018970034176,false,0
693509689418588160,non-rumor,1
537976883150077952,unverified,3
521777301470871553,unverified,3
689100941119848449,non-rumor,1
518192429153783808,false,0
514478918636535808,true,2
707786906189303808,unverified,3
691380348379201536,non-rumor,1
693091255685787648,non-rumor,1
551159366876147714,true,2
524929106987991040,true,2
524961908903149568,true,2
764653644138450945,non-rumor,1
523026678419714048,true,2
436146437530075136,true,2
693830499047989248,non-rumor,1
407248574099894272,true,2
560442390805090307,false,0
763524712853102596,unverified,3
554979642210549760,false,0
490080544949276672,false,0
537355288295518210,false,0
553212962044149761,unverified,3
554597409351671808,false,0
693785810311778304,non-rumor,1
733242244522725376,unverified,3
509466295344304129,true,2
523126268603031552,true,2
523555724807262208,false,0
532276693931945984,true,2
692746621218656258,non-rumor,1
714555825122107392,unverified,3
407164597511393280,true,2
519962130859429888,false,0
778681502825451520,unverified,3
528822281972498432,true,2
407188779255222273,true,2
693600369281253376,non-rumor,1
518620083342835712,false,0
532928419051622400,unverified,3
740791134146965504,unverified,3
692105324111761408,non-rumor,1
521098692326350848,false,0
427924694663454720,true,2
528389559441444864,false,0
536547921542791170,true,2
525024066152169473,true,2
692759090469212160,non-rumor,1
500280838710247424,unverified,3
693465666259656705,non-rumor,1
504387128013246465,true,2
500295393301647360,unverified,3
524586367456919552,true,2
690145844318834689,non-rumor,1
500286058664579072,unverified,3
518981379963777025,false,0
499456140044824576,unverified,3
553008832784642048,false,0
489794369487380480,false,0
544333764814323713,unverified,3
523558773345255424,false,0
767520433247809536,non-rumor,1
555072815154475008,false,0
761027420849745920,non-rumor,1
531648145613398016,true,2
693411834808946688,non-rumor,1
693032076543655936,non-rumor,1
687734662249246724,non-rumor,1
531526274003771392,unverified,3
407236151167025152,true,2
655812191233417216,unverified,3
538137715293061120,unverified,3
538847758032310272,false,0
531131094276382720,unverified,3
544154048950435840,false,0
727854332188577792,unverified,3
742012307694223361,unverified,3
707332312724283392,unverified,3
387009577763360768,false,0
407192370040803329,true,2
516386101766782976,unverified,3
407177474788057088,true,2
523123023646175233,false,0
755447443009916929,unverified,3
761675705956655109,non-rumor,1
348209998565879810,false,0
489887806018183168,false,0
489841070818488320,false,0
364589696573124609,false,0
688763993633107968,non-rumor,1
693272659447119873,non-rumor,1
524168442841010176,false,0
705092738224525312,unverified,3
509084603617792001,false,0
693533469922693120,non-rumor,1
510918747188514816,true,2
525301290218553344,true,2
500394061887709184,unverified,3
724661834419048448,unverified,3
757190314880884736,unverified,3
692780496590254081,non-rumor,1
761381302260031489,non-rumor,1
644321231618076673,non-rumor,1
775672628493357057,unverified,3
693240976970752004,non-rumor,1
551575491430211584,true,2
380140114552188928,false,0
273182568298450945,false,0
80084555733803009,false,0
522534012544638976,unverified,3
725983128444129280,unverified,3
500327106824245249,unverified,3
692745208421679104,non-rumor,1
489798752358916096,false,0
427831952826449920,true,2
552821069036670976,unverified,3
527138218505175040,true,2
766808183696351233,unverified,3
538729383662338049,false,0
514540926640087040,false,0
723511860516016128,unverified,3
684118654418419712,non-rumor,1
534543768653807618,false,0
516705572373397504,unverified,3
693718533239365633,non-rumor,1
691986377584549888,non-rumor,1
524152657783820288,false,0
501934077612941312,unverified,3
525033697045925888,true,2
407169885345943552,true,2
489800427152879616,false,0
523888836456108032,true,2
427690961280696320,true,2
521769631519092736,unverified,3
692727606718824448,non-rumor,1
650975967146602496,unverified,3
549599086073368576,false,0
693185488644149248,non-rumor,1
372914976102834176,false,0
534303066867367937,false,0
688110059553861634,non-rumor,1
523123779124600833,false,0
525116411887513602,true,2
407211258304552960,true,2
557885928417816576,false,0
524991240270807042,true,2
693549273468764160,non-rumor,1
370855596050108416,false,0
436001434212249600,false,0
689208632148365314,non-rumor,1
524958992330522624,true,2
693068611951300608,non-rumor,1
531659884430106624,true,2
509463933564891137,true,2
524926472432410625,unverified,3
693643778033344512,non-rumor,1
690296550803636224,non-rumor,1
500363740311982081,unverified,3
658755852199927808,unverified,3
748543642323783681,unverified,3
524227209976745984,false,0
732004388181434368,unverified,3
684878165714563072,non-rumor,1
532275383430041600,true,2
513749585391390720,true,2
534409916560461825,false,0
538193964479045633,unverified,3
693234925252775936,non-rumor,1
553136604882014208,false,0
687786822475366401,non-rumor,1
525009850104037376,true,2
436195672677953536,false,0
521772674155286528,unverified,3
727187859367546880,unverified,3
348203818741272576,true,2
522654603675176960,unverified,3
692098463262216192,non-rumor,1
524962676665888769,true,2
505657661120348163,false,0
386998038004113409,false,0
683731779342188545,non-rumor,1
527947775905103872,true,2
692374052082708480,non-rumor,1
747275598347837440,unverified,3
532231906364911616,true,2
568075025418317826,true,2
774833492865593344,unverified,3
760928376668454912,unverified,3
728013148788154368,unverified,3
532297096356167680,true,2
511918957255991296,false,0
489975398151618560,false,0
764573523713011713,non-rumor,1
693673606279229440,non-rumor,1
517053056211357696,true,2
538760398003253248,false,0
691656866972209152,non-rumor,1
552661209204260864,true,2
521821037726797824,false,0
525040767317082113,true,2
723644048867774464,unverified,3
525300042207612928,true,2
524948703850029056,true,2
742050150307246080,unverified,3
427662266993889280,true,2
521835345059389440,false,0
520244836084228096,false,0
516434071631974400,unverified,3
690431187916099584,non-rumor,1
560207034545889281,false,0
407169699559247872,true,2
407233172380733441,true,2
527295015643394048,true,2
536826622725218304,true,2
749286768554438658,unverified,3
514067907475959808,false,0
534337548680978432,false,0
377002232257855488,false,0
563123548857053184,false,0
524925033626738688,true,2
524685073979678721,true,2
524976526891417600,true,2
489836271049928704,false,0
687674548712505346,non-rumor,1
407164247768977409,true,2
531676808836833280,true,2
686493272806576128,non-rumor,1
407198255793987584,true,2
525305690257379328,true,2
524178388282802176,false,0
538133250066366464,unverified,3
514148279601606656,true,2
693537938425171968,non-rumor,1
693284114724700160,non-rumor,1
380055172896272384,false,0
436074888638763008,false,0
553040930144792576,false,0
727179214546456577,unverified,3
692566765822435328,non-rumor,1
693822949456007169,non-rumor,1
539052152602107904,false,0
693217698482933760,non-rumor,1
699252269414354944,non-rumor,1
536808074431184896,true,2
690954487322796032,non-rumor,1
516371936604352513,unverified,3
523566838958284801,false,0
651486105628463105,unverified,3
525411618231169025,true,2
692745861978263552,non-rumor,1
524181699043663872,false,0
692692529779707904,non-rumor,1
524972443308683264,unverified,3
686701278785843200,non-rumor,1
520299904934371328,true,2
524950507023245313,true,2
376982539132366848,false,0
524947149134774272,true,2
516313006427602944,unverified,3
528976109518721024,false,0
407209131351629824,true,2
531183173443801088,true,2
621025025806577664,non-rumor,1
693123067204243456,non-rumor,1
524593547807178753,true,2
692453106622275585,non-rumor,1
685232704774787072,non-rumor,1
519867098945044480,false,0
685473149291479040,non-rumor,1
514142113601437696,true,2
676586804242309121,unverified,3
676970570160988160,non-rumor,1
504106473467944960,true,2
509464271118688257,true,2
407162181059612672,true,2
515918632178577408,false,0
524646141938647043,false,0
525285199530455040,unverified,3
767580827513397252,non-rumor,1
501768276523761666,false,0
691700082601758720,non-rumor,1
566999951449001984,true,2
726086935903494144,unverified,3
407182194206322689,true,2
665498651742085124,non-rumor,1
495583434954514432,false,0
501774615837163521,false,0
407212665350942720,true,2
513779458340569088,true,2
693501482721681408,non-rumor,1
707308274270539777,unverified,3
500354773133299713,unverified,3
543319210659971073,false,0
549975297160802304,unverified,3
692922211338981377,non-rumor,1
516377014790782977,unverified,3
537378640653475841,false,0
490136764619948032,false,0
553461741917863936,unverified,3
687956181646753792,non-rumor,1
689555819059351552,non-rumor,1
716424773216022530,unverified,3
507454543169617920,false,0
445495350171013120,true,2
689549346875031552,non-rumor,1
762775964224847872,non-rumor,1
717081129627553792,unverified,3
513015596879867904,false,0
489796088338341888,false,0
518870005677826050,true,2
692405195796529152,non-rumor,1
652349108653551616,unverified,3
407191058108256257,true,2
767355933919997952,non-rumor,1
692840850141753347,non-rumor,1
356268980211687424,false,0
407174474207731712,true,2
407173794583695360,true,2
407267881131732992,true,2
767462297270968321,non-rumor,1
538412662858588160,false,0
427666815842414592,true,2
531085761521528834,true,2
693456387880402944,non-rumor,1
563117355254161408,true,2
503610065769598976,unverified,3
566089610485579776,true,2
766299795833102336,non-rumor,1
693618217667928068,non-rumor,1
514429381737852929,false,0
552810448324943872,unverified,3
562313802369073153,true,2
535579674152148992,true,2
716092408920936448,unverified,3
524932056560963584,unverified,3
727116900983934976,unverified,3
692336523090509824,non-rumor,1
524206851450486785,false,0
407229989902225408,true,2
526757033186697216,unverified,3
692537942439501824,non-rumor,1
524952094986350592,true,2
514201362729828352,true,2
682629960826224646,non-rumor,1
515717938025078784,true,2
658938136299511808,unverified,3
692217618778972161,non-rumor,1
692382471061663744,non-rumor,1
538129041539092480,false,0
407205009676587009,true,2
504243239084236800,true,2
553115236992290816,false,0
693408117225299968,non-rumor,1
522443333831262208,unverified,3
529857740059860992,false,0
524935246647926784,true,2
688281442162352128,non-rumor,1
691327238353129472,non-rumor,1
407237676350185475,true,2
524941041301225472,true,2
690985215691354112,non-rumor,1
691564354567798784,non-rumor,1
544514570367168512,unverified,3
692287441168900097,non-rumor,1
524291188422356993,true,2
549998575330275330,unverified,3
687639526282498049,non-rumor,1
536871550184869888,true,2
500347114975944705,unverified,3
544939287222165506,unverified,3
693807822971236353,non-rumor,1
507242819623587841,true,2
693560600471863296,non-rumor,1
529434230938284032,true,2
551097831851687938,true,2
652300118205427716,unverified,3
747443219487678464,unverified,3
407253554039386112,true,2
553474188259102720,unverified,3
755548076438196225,unverified,3
691351064868732928,non-rumor,1
524976106861236226,true,2
517416417164263424,true,2
372901260183494656,false,0
767482587879051265,non-rumor,1
528341588867416064,false,0
524991067675189250,true,2
550279538278543360,unverified,3
767845555313774593,non-rumor,1
514508854990999553,false,0
524979548195024898,true,2
767094580634202112,non-rumor,1
692391757775028228,non-rumor,1
524959836778536961,true,2
693198912660885505,non-rumor,1
766316494695305218,non-rumor,1
728038172270198787,unverified,3
552706985087361025,true,2
693162950358622208,non-rumor,1
500298752469770240,unverified,3
724348906096590849,unverified,3
691027026552229888,non-rumor,1
510921017972514817,true,2
689236842454106113,non-rumor,1
728207861050970112,unverified,3
693629063932596224,non-rumor,1
576319832800555008,unverified,3
407193347279699968,true,2
693921710383337472,non-rumor,1
692800345274241025,non-rumor,1
690252631822864384,non-rumor,1
693443289370882049,non-rumor,1
552615631246622721,true,2
407187197427593217,true,2
528607634099015680,true,2
525032872647065600,unverified,3
536835346932441088,true,2
505611045897924608,false,0
544287209730236416,unverified,3
551128385850601472,true,2
521496155310796800,false,0
532851585408593920,false,0
692127290998784001,non-rumor,1
531300385248800768,unverified,3
516358319317852160,unverified,3
692792765852286977,non-rumor,1
560163341524807680,false,0
504131150429061121,true,2
500270780832174080,unverified,3
663744139666804736,unverified,3
554886875303780352,false,0
686421576904916992,non-rumor,1
568905632998412288,false,0
529088963420909569,false,0
513922322915282945,false,0
531524882325311488,unverified,3
534278078105944064,false,0
767170849472405508,non-rumor,1
727623131494387714,unverified,3
500341884678836224,unverified,3
524923293711998976,true,2
357300409292959744,false,0
752965545528528898,unverified,3
778572032531427332,unverified,3
716451800581279744,unverified,3
542860306603868160,false,0
701514249269542912,unverified,3
692031514943582208,non-rumor,1
407170443443859456,true,2
519131101798100992,true,2
550095745161134080,unverified,3
520265722967375872,unverified,3
692056985513123840,non-rumor,1
524317344730869760,false,0
542600886653292545,false,0
522692223952228353,unverified,3
531129816389779456,true,2
727172374999666688,unverified,3
723772395211862016,unverified,3
519530210795216896,true,2
490141776984825856,false,0
528312406498635777,true,2
562387516964491265,true,2
499679379820412928,true,2
693662456393134080,non-rumor,1
525005886272843776,true,2
537377960471166976,false,0
356407105953071107,false,0
692024256520179712,non-rumor,1
693729678306189313,non-rumor,1
365056836476481537,false,0
524211911668543488,false,0
407192027714322432,true,2
692472216135569409,non-rumor,1
693853982293254144,non-rumor,1
387006553124896768,false,0
688441130271289350,non-rumor,1
568452856224747520,false,0
532239131540467712,false,0
407232661107642368,true,2
693140568143220736,non-rumor,1
504771233557147648,false,0
532007252677656576,false,0
521790189715615744,false,0
740748123581087745,unverified,3
519375764165509121,false,0
506118402466152449,false,0
568568737621630977,false,0
524263570985340928,true,2
387309869080281088,false,0
539115704285270017,false,0
690174644071047168,non-rumor,1
661184793342775296,non-rumor,1
693492349142433792,non-rumor,1
693136527816331264,non-rumor,1
692510002586714113,non-rumor,1
764473554431725568,non-rumor,1
549124560793374720,false,0
516539137646542848,unverified,3
519935535083565056,false,0
524949828711620608,true,2
427652211414274048,true,2
504109775358287872,true,2
489970164469751808,false,0
766789709045518336,unverified,3
652982112870662144,unverified,3
532246457609244672,false,0
553190393370923008,false,0
387010299536355328,false,0
690920430287331328,non-rumor,1
504267796424163328,true,2
510931521306243072,true,2
703234354579898368,unverified,3
524144369235140608,false,0
524998384357486592,true,2
692267960686284800,non-rumor,1
366205297557110784,false,0
655815788675399680,unverified,3
407258075502899200,true,2
537484793882361856,unverified,3
691791477912014850,non-rumor,1
726190016435728385,unverified,3
764620072228970496,non-rumor,1
500391222075076610,unverified,3
690676539323740161,non-rumor,1
517034091028676608,unverified,3
509478961705807872,true,2
528357165677817856,true,2
692031224227958789,non-rumor,1
407217865973329920,true,2
693792605755285504,non-rumor,1
560414522758799361,false,0
692709993573789701,non-rumor,1
748640007934590976,unverified,3
724320681517670400,unverified,3
518924377791164420,true,2
372489152903643136,false,0
500381163866062848,unverified,3
516682897864916992,unverified,3
693236688538243074,non-rumor,1
551082055883563008,true,2
525291306000846848,true,2
524757333608394752,true,2
693484841011060737,non-rumor,1
365276206381268995,false,0
701175292937707520,unverified,3
693523133920342016,non-rumor,1
515538937058971648,true,2
524976980799000578,true,2
489818014364086273,false,0
693804630615166977,non-rumor,1
693098795022725120,non-rumor,1
560873850846846978,false,0
689103487880310785,non-rumor,1
688147918113538049,non-rumor,1
678733118648524800,non-rumor,1
387030572779847680,false,0
407269894938718208,true,2
407179055763836928,true,2
692134721195786240,non-rumor,1
693481256735150082,non-rumor,1
552112474913136641,false,0
528562608463704064,true,2
524933380929245184,true,2
537913349338435584,true,2
436157398269849602,true,2
693658242044542976,non-rumor,1
687911282922631168,non-rumor,1
527162170531151872,true,2
500280422295937024,unverified,3
524950264303075328,true,2
693079616072880128,non-rumor,1
407159686786732032,true,2
524976963862429697,true,2
495365942726381568,false,0
692932696645865472,non-rumor,1
692742353736568833,non-rumor,1
336913656921083904,true,2
529747368087126019,true,2
528240834660298753,false,0
387006700609228801,false,0
525024181218725888,true,2
524289058290159616,false,0
470025166760980483,false,0
295152287901417472,true,2
724703995147751424,unverified,3
387220814531395584,false,0
501474962935648256,false,0
693485676881403905,non-rumor,1
509463916586762241,true,2
692736398462300162,non-rumor,1
688763099298529280,non-rumor,1
557621135320178688,false,0
553061846081896449,false,0
693131575261659137,non-rumor,1
723521076446142465,unverified,3
757748522481491968,unverified,3
407176873605865472,true,2
716439952922312704,unverified,3
489794593580650497,false,0
532203605236154368,true,2
516861311725342722,unverified,3
692491478619262976,non-rumor,1
692925163994796033,non-rumor,1
500294803402137600,unverified,3
567765185407234049,true,2
387236601450864641,false,0
514395350615203841,true,2
692735354240114688,non-rumor,1
553470492565602305,unverified,3
544512910538838016,unverified,3
523655026485366784,true,2
693573042111270912,non-rumor,1
407170170533064705,true,2
516435293235183617,unverified,3
527286846347567104,true,2
682548344690970624,non-rumor,1
387353560356118528,false,0
489796998615547904,false,0
743058135300988932,unverified,3
535257207991205888,unverified,3
693631772639145984,non-rumor,1
692881863644282880,non-rumor,1
524929796862918656,true,2
778949749156245504,unverified,3
715255507506892800,unverified,3
693476901772513280,non-rumor,1
516361247223058432,unverified,3
407158558158254081,true,2
514100169307348992,true,2
523820806917603328,true,2
648993731169939456,unverified,3
517003426832453633,true,2
690915657106526208,non-rumor,1
509473920060104704,true,2
504433135036407808,false,0
525134787778850818,true,2
651786568592658433,unverified,3
549920761423863808,unverified,3
518827403452637184,true,2
640182854928961536,unverified,3
499368931367608320,unverified,3
727588444000526336,unverified,3
506784541696991232,false,0
407163869673443328,true,2
519275971758026752,true,2
693487871806689280,non-rumor,1
357299879070023680,false,0
491591245152935936,false,0
506656271517622272,false,0
514106939173634048,true,2
701975210044497921,unverified,3
693121477491757056,non-rumor,1
507354546041925632,false,0
692924229017309184,non-rumor,1
688027085730897921,non-rumor,1
514535408126795776,false,0
742055437932040193,unverified,3
692063305297453060,non-rumor,1
693355140284334081,non-rumor,1
562090534945431552,true,2
524924619812511746,unverified,3
524925124303396864,true,2
365497016098369536,false,0
689722724470620161,non-rumor,1
697992796565741569,unverified,3
553186555150749696,false,0
766358933296517121,non-rumor,1
489802446001434625,false,0
356310469390245888,false,0
427725166127226881,true,2
356437941641416705,false,0
516978780171436032,true,2
551942365901250560,false,0
760120409429643266,unverified,3
489798219283857408,false,0
651858133304782848,non-rumor,1
766307327922335745,non-rumor,1
522468118082633729,unverified,3
500281094239817728,unverified,3
500307001629745152,unverified,3
364383457545162754,false,0
387050178932654080,false,0
765141361033109504,non-rumor,1
407209222850756608,true,2
767737100347191297,non-rumor,1
553264892799488000,false,0
531900034863091712,false,0
757450526153900032,unverified,3
525077806401994754,true,2
407156621450571777,true,2
387041762331471872,false,0
691410231549530112,non-rumor,1
507557659206516736,false,0
514550436377137152,false,0
692818857187213313,non-rumor,1
728631482722308096,unverified,3
544510450101415936,unverified,3
767154835993063425,non-rumor,1
511330322831507456,unverified,3
764505291853627392,non-rumor,1
693622130735484929,non-rumor,1
547514662695469057,unverified,3
524970097711267841,true,2
780436430732525569,unverified,3
519112613800972288,true,2
407206094747209728,true,2
692497796956561408,non-rumor,1
688752484966363136,non-rumor,1
407209892013821952,true,2
551135925862805504,true,2
766638613320859648,non-rumor,1
539799806039052288,unverified,3
693344498953383936,non-rumor,1
562256876763901953,true,2
407192126032986112,true,2
516804849619705859,false,0
688437279405305856,non-rumor,1
273278761909239808,false,0
427762638274437120,true,2
693087256727388161,non-rumor,1
523943647449198592,true,2
535484342785830912,unverified,3
517850508380618752,true,2
553544252563935234,unverified,3
693082547664883712,non-rumor,1
515598200796090369,true,2
436160836524965891,true,2
755475529294352385,unverified,3
691600834707247104,non-rumor,1
524934138563133440,true,2
687617735833026560,non-rumor,1
551103664124100608,true,2
692734579141185536,non-rumor,1
500279160795721728,unverified,3
513437031020916738,false,0
365052155385749505,false,0
491241885399539712,false,0
489867900296368129,false,0
692047663211085825,non-rumor,1
387237225286479872,false,0
748558349139058688,unverified,3
693160939802214400,non-rumor,1
318263294098030593,false,0
692142338890661888,non-rumor,1
514483762566922240,false,0
693554007785234432,non-rumor,1
501760566160289794,false,0
407275991610818560,true,2
688751183645782016,non-rumor,1
524935769614331904,true,2
507261372313640961,true,2
707321278135463936,unverified,3
716448280201269248,unverified,3
533767270091087872,unverified,3
523581212175392768,true,2
524320261667950592,false,0
407231740764508161,true,2
693769968199061504,non-rumor,1
504419526998360064,false,0
745365403237376000,unverified,3
407205404075376640,true,2
534461459938304001,false,0
489874311143260160,false,0
522553662996901888,false,0
407163499723624449,true,2
538256153080127489,true,2
531606992788287489,unverified,3
693916809125351425,non-rumor,1
535252460148113409,false,0
693139276708585472,non-rumor,1
767330549262278658,non-rumor,1
536915851233202176,unverified,3
531833233143783424,false,0
763430916236640256,unverified,3
558312304753016832,unverified,3
665302351742275584,non-rumor,1
295944137948151809,false,0
489812926828924928,false,0
547587399728267264,unverified,3
516425769560866817,unverified,3
691206970074738688,non-rumor,1
570341828479725570,false,0
524923341359300608,true,2
554688527435563008,false,0
711994705333112832,unverified,3
767463109778894848,non-rumor,1
407218583135997953,true,2
489872119158046720,false,0
693802524579618816,non-rumor,1
693122701569974273,non-rumor,1
519178213441167360,true,2
693629498177253376,non-rumor,1
319166636902998016,false,0
641665203046907904,non-rumor,1
531287426858487808,unverified,3
516394449065496577,unverified,3
532319110458118144,false,0
691889802724118532,non-rumor,1
692463948076093440,non-rumor,1
569908998717243392,false,0
531833153145823233,true,2
539833716852273152,false,0
691006265137299456,non-rumor,1
705093513076015104,unverified,3
556873675941896193,unverified,3
755523157700648960,unverified,3
514517213022543872,false,0
742678930516123650,unverified,3
504500863944376321,false,0
489816746405007360,false,0
531206167302012929,true,2
500371149713178625,unverified,3
692946556396244992,non-rumor,1
689798164287741953,non-rumor,1
693125234317086720,non-rumor,1
525043936331857923,true,2
489968646014246912,false,0
732971411157880832,unverified,3
524925600318754816,true,2
514150992552931328,false,0
358591089462099968,false,0
547803254516490240,false,0
549964632883232768,unverified,3
727982226290442240,unverified,3
532559937269166080,false,0
